날짜,시간,타입,대분류,소분류,내용,금액,화폐,결제수단,메모
2026-03-19,18:07,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-11520,KRW,Air One (에어원) 스카이패스,
2026-03-19,15:11,지출,생활,편의점,코레일유통주식회사(부개역),-4500,KRW,Air One (에어원) 스카이패스,
2026-03-19,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1850,KRW,Air One (에어원) 스카이패스,
2026-03-18,07:19,수입,기타수입,미분류,토스372,1,KRW,토스뱅크 통장,
2026-03-17,16:40,지출,의료/건강,약국,부개하늘약국,-1000,KRW,Air One (에어원) 스카이패스,
2026-03-17,15:13,지출,카페/간식,커피/음료,빽다방 인천부개코오롱점,-10000,KRW,Air One (에어원) 스카이패스,
2026-03-17,13:21,이체,저축,미분류,THIDA TUN,5000000,KRW,신한 주거래 우대통장(S-lite),
2026-03-17,07:01,지출,자동차,통행료,한국도로공사,-1800,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-03-17,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1950,KRW,Air One (에어원) 스카이패스,
2026-03-16,23:45,지출,온라인쇼핑,인터넷쇼핑,나이스_당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2026-03-16,18:29,지출,금융,이자/대출,한국장학재단,-58510,KRW,신한 주거래 우대통장(S-lite),
2026-03-16,15:05,지출,자동차,미분류,공공서비스,-2700,KRW,Air One (에어원) 스카이패스,
2026-03-16,14:54,이체,이체,미분류,안연심,-200000,KRW,신한 주거래 우대통장(S-lite),
2026-03-16,07:05,지출,주거/통신,인터넷,LGU+77651357,-33900,KRW,신한 주거래 우대통장(S-lite),
2026-03-16,07:04,지출,주거/통신,인터넷,LGU+84273357,-12130,KRW,신한 주거래 우대통장(S-lite),
2026-03-15,14:36,지출,문화/여가,테마파크,현대모터스튜디오 고양,-38500,KRW,Air One (에어원) 스카이패스,
2026-03-14,21:35,이체,카드대금,미분류,SUN YUTING,-1150000,KRW,저축예금,
2026-03-14,17:53,지출,생활,편의점,씨유(CU)연수에듀파크점,-9600,KRW,Air One (에어원) 스카이패스,
2026-03-13,21:36,지출,술/유흥,맥주/호프,주식회사엔엠에프,-68200,KRW,Air One (에어원) 스카이패스,
2026-03-13,15:16,지출,식비,식재료,과일야채,-3000,KRW,Air One (에어원) 스카이패스,
2026-03-13,11:23,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-11600,KRW,카카오페이 간편결제,
2026-03-13,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1950,KRW,Air One (에어원) 스카이패스,
2026-03-12,19:27,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-49100,KRW,Air One (에어원) 스카이패스,
2026-03-12,14:29,지출,문화/여가,도서,알라딘중고서점 (송도)문화비,-9900,KRW,Air One (에어원) 스카이패스,
2026-03-11,09:33,이체,이체,미분류,카카오페이,-100000,KRW,신한 주거래 우대통장(S-lite),
2026-03-11,09:21,지출,여행/숙박,해외결제,외화사신금액,-7358850,KRW,저축예금,
2026-03-11,08:58,지출,주거/통신,인터넷,KT유선상품자동납부,-36300,KRW,KT DC Plus KB국민카드,
2026-03-10,19:04,지출,의료/건강,약국,부개하늘약국,-1000,KRW,Air One (에어원) 스카이패스,
2026-03-10,18:27,지출,금융,이자/대출,한국장학재단,-59731,KRW,신한 주거래 우대통장(S-lite),
2026-03-10,16:38,지출,금융,은행,환전지갑신청(0996CCS263330436),-7352300,KRW,저축예금,
2026-03-10,14:31,지출,금융,카드,NICE결제대행,-2000,KRW,Air One (에어원) 스카이패스,
2026-03-10,07:05,지출,금융,은행,환전지갑신청(0996CCS263327980),-7347800,KRW,저축예금,
2026-03-10,07:01,지출,온라인쇼핑,인터넷쇼핑,인천가스2603,-253610,KRW,신한 주거래 우대통장(S-lite),
2026-03-10,06:01,이체,현금,미분류,THIDA TUN,-1500000,KRW,저축예금,
2026-03-09,18:25,지출,생활,생필품,문구다,-9000,KRW,Air One (에어원) 스카이패스,
2026-03-09,18:25,지출,금융,이자/대출,한국장학재단,-59310,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,18:25,지출,금융,이자/대출,한국장학재단,-68717,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,17:20,지출,금융,은행,송금 내역,-100000,KRW,카카오페이 머니,
2026-03-09,17:09,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-4700,KRW,카카오페이 간편결제,
2026-03-09,11:45,이체,저축,미분류,THIDA TUN,3000000,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,11:43,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,11:43,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,11:41,이체,저축,미분류,THIDA TUN,9000000,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,11:40,이체,저축,미분류,THIDA TUN,7300000,KRW,신한 주거래 우대통장(S-lite),
2026-03-09,08:28,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-26900,KRW,Air One (에어원) 스카이패스,
2026-03-08,14:24,지출,카페/간식,베이커리,가온당,-21600,KRW,Air One (에어원) 스카이패스,
2026-03-08,12:10,수입,용돈,미분류,(251207~260307),0,KRW,저축예금,
2026-03-07,18:49,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-42620,KRW,Air One (에어원) 스카이패스,
2026-03-07,17:36,지출,생활,생활서비스,선진정밀,-10000,KRW,Air One (에어원) 스카이패스,
2026-03-07,17:33,지출,생활,생활서비스,선진정밀,-5000,KRW,Air One (에어원) 스카이패스,
2026-03-07,01:36,지출,금융,이자/대출,한도대출이자,-267484,KRW,저축예금,
2026-03-06,11:17,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-4700,KRW,카카오페이 간편결제,
2026-03-04,18:46,지출,생활,생필품,문구다,-9000,KRW,Air One (에어원) 스카이패스,
2026-03-04,17:54,지출,뷰티/미용,헤어샵,하르르,-9000,KRW,Air One (에어원) 스카이패스,
2026-03-04,08:22,지출,생활,편의점,지에스(GS)25 부개북부역,-3000,KRW,Air One (에어원) 스카이패스,
2026-03-04,07:56,지출,뷰티/미용,헤어샵,하르르헤어,-9000,KRW,네이버페이 간편결제,
2026-03-04,06:49,이체,저축,미분류,카카오(c),1530,KRW,신한 주거래 우대통장(S-lite),
2026-03-03,08:47,이체,현금,미분류,004.송영애,-800000,KRW,신한 주거래 우대통장(S-lite),
2026-03-02,11:57,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-19310,KRW,Air One (에어원) 스카이패스,
2026-03-01,18:28,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-22513,KRW,Air One (에어원) 스카이패스,
2026-03-01,15:31,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-67013,KRW,Air One (에어원) 스카이패스,
2026-03-01,08:23,이체,현금,미분류,THIDA TUN,-107000,KRW,신한 주거래 우대통장(S-lite),
2026-03-01,05:06,지출,주거/통신,휴대폰,자동결제2_다날1,-3483,KRW,Air One (에어원) 스카이패스,
2026-03-01,02:52,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-49900,KRW,카카오페이 간편결제,
2026-02-28,21:39,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-66917,KRW,Air One (에어원) 스카이패스,
2026-02-28,08:11,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-17700,KRW,카카오페이 간편결제,
2026-02-28,04:23,수입,금융수입,미분류,이자,2,KRW,MY 입출금통장,
2026-02-28,02:23,이체,현금,미분류,THIDA TUN,-67832,KRW,NH주거래우대통장,
2026-02-28,00:00,지출,교통,대중교통,02월서울버스1건,-1500,KRW,Air One (에어원) 스카이패스,
2026-02-28,00:00,지출,교통,대중교통,02월지하철2건,-3900,KRW,Air One (에어원) 스카이패스,
2026-02-27,21:44,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-22120,KRW,Air One (에어원) 스카이패스,
2026-02-27,21:40,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-22120,KRW,Air One (에어원) 스카이패스,
2026-02-27,21:35,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-14756,KRW,Air One (에어원) 스카이패스,
2026-02-27,21:30,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,-8426,KRW,Air One (에어원) 스카이패스,
2026-02-27,16:40,이체,이체,미분류,권오화,25000,KRW,NH주거래우대통장,
2026-02-27,06:00,지출,여행/숙박,항공권,311234455656,-48988,KRW,신한 주거래 우대통장(S-lite),
2026-02-26,18:52,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-70760,KRW,Air One (에어원) 스카이패스,
2026-02-26,18:27,이체,카드대금,미분류,KB카드출금,-257830,KRW,신한 주거래 우대통장(S-lite),
2026-02-26,18:01,이체,카드대금,미분류,신한카드,-3748079,KRW,신한 주거래 우대통장(S-lite),
2026-02-26,15:24,이체,현금,미분류,현대자동차,20000,KRW,신한 주거래 우대통장(S-lite),
2026-02-26,07:23,지출,온라인쇼핑,인터넷쇼핑,FACEBOOK ADVERTISING (KOR,0,KRW,Air One (에어원) 스카이패스,
2026-02-26,06:08,지출,자동차,통행료,서울터널,-5400,KRW,HYUNDAI BLUE members Family M2 Edition2(현대자동차_하이패스),
2026-02-26,06:02,지출,금융,증권/투자,311243546349,-73720,KRW,신한 주거래 우대통장(S-lite),
2026-02-26,04:35,지출,여행/숙박,해외결제,외화사신금액,-7158500,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,19:32,지출,의료/건강,약국,부개하늘약국,-16000,KRW,Air One (에어원) 스카이패스,
2026-02-25,19:20,지출,금융,보험,NH손보104회,-43470,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,18:50,지출,금융,카드,현대카드(주),-1483051,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,18:50,지출,금융,카드,현대카드(주),-1800,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,18:36,지출,금융,이자/대출,한국장학재단,-58972,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,18:17,지출,여행/숙박,해외결제,외화사신금액,-7182000,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,18:16,이체,저축,미분류,THIDA TUN,14500000,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,15:21,이체,현금,미분류,현대자동차,4000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,03:58,수입,급여,미분류,급여,10230222,KRW,신한 주거래 우대통장(S-lite),
2026-02-25,02:42,지출,온라인쇼핑,서비스구독,Netflix.com,-17000,KRW,Air One (에어원) 스카이패스,
2026-02-24,19:26,지출,자동차,주차,나이스파크,-13500,KRW,Air One (에어원) 스카이패스,
2026-02-24,18:39,이체,이체,미분류,이용순,50000,KRW,신한 주거래 우대통장(S-lite),
2026-02-24,18:26,지출,식비,한식,씨제이 푸드빌(주) 제일제면소 서울역사점,-73000,KRW,Air One (에어원) 스카이패스,
2026-02-24,15:26,지출,주거/통신,관리비,KB아파트관리비,-256930,KRW,KT DC Plus KB국민카드,
2026-02-23,18:43,지출,온라인쇼핑,서비스구독,유튜브프리미엄,-14900,KRW,Air One (에어원) 스카이패스,
2026-02-23,18:04,지출,의료/건강,약국,부개하늘약국,-1000,KRW,Air One (에어원) 스카이패스,
2026-02-23,09:12,지출,금융,은행,환전지갑신청(0996CCS262281797),-14420100,KRW,저축예금,
2026-02-23,09:10,이체,저축,미분류,THIDA TUN,120000,KRW,신한 주거래 우대통장(S-lite),
2026-02-23,09:09,이체,저축,미분류,THIDA TUN,8960000,KRW,신한 주거래 우대통장(S-lite),
2026-02-21,11:57,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-30410,KRW,Air One (에어원) 스카이패스,
2026-02-21,10:53,지출,온라인쇼핑,인터넷쇼핑,당근페이,-500000,KRW,Air One (에어원) 스카이패스,
2026-02-21,10:05,이체,저축,미분류,예금결산이자,4,KRW,우리 SUPER주거래 통장,
2026-02-20,09:10,지출,문화/여가,공연,겨울이야기(도봉),-50071,KRW,네이버페이 간편결제(포인트),
2026-02-20,09:10,지출,문화/여가,공연,겨울이야기(도봉),-29129,KRW,네이버페이 간편결제,
2026-02-20,07:10,지출,금융,보험,KB손019 02,-13000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,18:28,지출,금융,이자/대출,한국장학재단,-58510,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:52,이체,이체,미분류,신준호,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:49,지출,금융,증권/투자,0042497VG5011,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:48,지출,금융,증권/투자,0042497VG5009,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:35,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:33,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:32,이체,미분류,미분류,출금 내역,-1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:31,이체,미분류,미분류,입금 내역,370000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:29,이체,미분류,미분류,입금 내역,1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:27,이체,미분류,미분류,입금 내역,1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:25,이체,미분류,미분류,입금 내역,970000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:23,이체,미분류,미분류,입금 내역,970000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:21,이체,미분류,미분류,입금 내역,980000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,10:11,이체,현금,미분류,현금입금,1000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,07:05,지출,주거/통신,인터넷,LGU+84273357,-11100,KRW,신한 주거래 우대통장(S-lite),
2026-02-19,07:03,지출,주거/통신,인터넷,LGU+77651357,-33900,KRW,신한 주거래 우대통장(S-lite),
2026-02-18,20:03,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-5900,KRW,Air One (에어원) 스카이패스,
2026-02-17,17:43,이체,현금,미분류,THIDA TUN,-38900,KRW,신한 주거래 우대통장(S-lite),
2026-02-17,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1850,KRW,Air One (에어원) 스카이패스,
2026-02-16,14:35,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-3890,KRW,Air One (에어원) 스카이패스,
2026-02-16,00:16,이체,이체,미분류,이용순,-1200000,KRW,신한 주거래 우대통장(S-lite),
2026-02-15,19:40,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-3450,KRW,Air One (에어원) 스카이패스,
2026-02-14,18:55,이체,이체,미분류,이용순,100000,KRW,신한 주거래 우대통장(S-lite),
2026-02-13,18:11,이체,저축,미분류,THIDA TUN,3000000,KRW,신한 주거래 우대통장(S-lite),
2026-02-13,13:38,수입,기타수입,미분류,토스677,1,KRW,토스뱅크 통장,
2026-02-13,11:37,지출,식비,일식,사루쇼텐,-43000,KRW,Air One (에어원) 스카이패스,
2026-02-13,10:13,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-11600,KRW,카카오페이 간편결제,
2026-02-13,07:04,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,29000,KRW,카카오페이 간편결제,
2026-02-13,06:16,지출,온라인쇼핑,인터넷쇼핑,주식회사 카카오,-29000,KRW,카카오페이 간편결제,
2026-02-13,05:21,이체,이체,미분류,*****,1,KRW,신한 주거래 우대통장(S-lite),
2026-02-13,04:10,수입,급여,미분류,급여,1090100,KRW,신한 주거래 우대통장(S-lite),
2026-02-13,00:00,지출,교통,대중교통,모바일_삼성페이_후불지하철,-1850,KRW,Air One (에어원) 스카이패스,
2026-02-11,20:43,지출,금융,은행,환전지갑신청(0996CCS262251776),-14529300,KRW,저축예금,
2026-02-11,17:38,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-25370,KRW,Air One (에어원) 스카이패스,
2026-02-11,16:44,지출,카페/간식,커피/음료,커피사피엔스 인천 부평점,-6800,KRW,Air One (에어원) 스카이패스,
2026-02-11,16:35,지출,식비,식재료,과일야채,-5000,KRW,Air One (에어원) 스카이패스,
2026-02-11,09:00,지출,주거/통신,인터넷,KT유선상품자동납부,-36300,KRW,KT DC Plus KB국민카드,
2026-02-10,18:28,지출,금융,이자/대출,한국장학재단,-60447,KRW,신한 주거래 우대통장(S-lite),
2026-02-10,12:16,지출,온라인쇼핑,서비스구독,주식회사 비지에프네트웍스,-4600,KRW,Air One (에어원) 스카이패스,
2026-02-10,11:39,지출,온라인쇼핑,홈쇼핑,주식회사 코리아성지,-21930,KRW,Air One (에어원) 스카이패스,
2026-02-10,11:32,지출,식비,한식,할매순대국,-9000,KRW,Air One (에어원) 스카이패스,
2026-02-10,07:01,지출,온라인쇼핑,인터넷쇼핑,인천가스2602,-203170,KRW,신한 주거래 우대통장(S-lite),
2026-02-09,18:25,지출,금융,이자/대출,한국장학재단,-69343,KRW,신한 주거래 우대통장(S-lite),
2026-02-09,18:25,지출,금융,이자/대출,한국장학재단,-59981,KRW,신한 주거래 우대통장(S-lite),
2026-02-09,08:28,지출,주거/통신,휴대폰,LG  U+통신요금  자동이체,-26900,KRW,Air One (에어원) 스카이패스,
2026-02-09,00:00,지출,교통,시외버스,전국고속버스운송사업조합,45400,KRW,Air One (에어원) 스카이패스,
